filename	acq_time	operator	randstr
anat/sub-8004_ses-01_acq-mprage_T1w.nii.gz	2021-07-20T09:22:44	n/a	091f3c9f
func/sub-8004_ses-01_task-RDMmotion_run-01_bold.nii.gz	2021-07-20T09:30:28	n/a	1ae3c5b2
func/sub-8004_ses-01_task-RDMcolor_run-01_bold.nii.gz	2021-07-20T09:33:44	n/a	471a6ff0
func/sub-8004_ses-01_task-RDMmotion_run-02_bold.nii.gz	2021-07-20T09:42:12	n/a	16891899
func/sub-8004_ses-01_task-RDMcolor_run-02_bold.nii.gz	2021-07-20T09:45:28	n/a	e46c38bd
func/sub-8004_ses-01_task-RDMmotion_run-03_bold.nii.gz	2021-07-20T09:54:04	n/a	266bd554
func/sub-8004_ses-01_task-RDMcolor_run-03_bold.nii.gz	2021-07-20T09:57:12	n/a	944ef2d3
func/sub-8004_ses-01_task-RDMmotion_run-04_bold.nii.gz	2021-07-20T10:06:28	n/a	dd1fd6e5
func/sub-8004_ses-01_task-RDMcolor_run-04_bold.nii.gz	2021-07-20T10:09:24	n/a	45846c21
func/sub-8004_ses-01_task-RDMmotion_run-05_bold.nii.gz	2021-07-20T10:17:52	n/a	a52c64f8
func/sub-8004_ses-01_task-RDMcolor_run-05_bold.nii.gz	2021-07-20T10:21:29	n/a	bb3ed160
func/sub-8004_ses-01_task-RDMmotion_run-06_bold.nii.gz	2021-07-20T10:29:24	n/a	fc81d5ba
func/sub-8004_ses-01_task-RDMcolor_run-06_bold.nii.gz	2021-07-20T10:33:12	n/a	1258da87
func/sub-8004_ses-01_task-RDMlocalizer_run-01_bold.nii.gz	2021-07-20T10:41:48	n/a	c2b4e7a6
func/sub-8004_ses-01_task-RDMlocalizer_run-02_bold.nii.gz	2021-07-20T10:46:44	n/a	b14b4f66
fmap/sub-8004_ses-01_acq-greAP_magnitude1.nii.gz	2021-07-20T10:52:01	n/a	30f85ffe
fmap/sub-8004_ses-01_acq-greAP_magnitude2.nii.gz	2021-07-20T10:52:01	n/a	30f85ffe
fmap/sub-8004_ses-01_acq-greAP_phasediff.nii.gz	2021-07-20T10:52:01	n/a	eb9bc4eb
