filename	acq_time	operator	randstr
anat/sub-8009_ses-01_acq-mprage_T1w.nii.gz	2021-09-21T09:04:27	n/a	cb78495a
func/sub-8009_ses-01_task-RDMmotion_run-01_bold.nii.gz	2021-09-21T09:06:27	n/a	83ba2f16
func/sub-8009_ses-01_task-RDMcolor_run-01_bold.nii.gz	2021-09-21T09:09:49	n/a	0c82b5c8
func/sub-8009_ses-01_task-RDMmotion_run-02_bold.nii.gz	2021-09-21T09:18:07	n/a	3e910236
func/sub-8009_ses-01_task-RDMcolor_run-02_bold.nii.gz	2021-09-21T09:21:27	n/a	37d5e09f
func/sub-8009_ses-01_task-RDMmotion_run-03_bold.nii.gz	2021-09-21T09:29:49	n/a	2972beba
func/sub-8009_ses-01_task-RDMcolor_run-03_bold.nii.gz	2021-09-21T09:32:47	n/a	3008db95
func/sub-8009_ses-01_task-RDMmotion_run-04_bold.nii.gz	2021-09-21T09:41:27	n/a	159c4e0c
func/sub-8009_ses-01_task-RDMcolor_run-04_bold.nii.gz	2021-09-21T09:44:49	n/a	c82afb2f
func/sub-8009_ses-01_task-RDMmotion_run-05_bold.nii.gz	2021-09-21T09:53:07	n/a	465c4a13
func/sub-8009_ses-01_task-RDMcolor_run-05_bold.nii.gz	2021-09-21T09:56:47	n/a	9b25cc42
func/sub-8009_ses-01_task-RDMmotion_run-06_bold.nii.gz	2021-09-21T10:05:09	n/a	a5f88acf
func/sub-8009_ses-01_task-RDMcolor_run-06_bold.nii.gz	2021-09-21T10:08:07	n/a	da579a51
func/sub-8009_ses-01_task-RDMlocalizer_run-01_bold.nii.gz	2021-09-21T10:17:07	n/a	0adf2206
func/sub-8009_ses-01_task-RDMlocalizer_run-02_bold.nii.gz	2021-09-21T10:22:09	n/a	3060b442
fmap/sub-8009_ses-01_acq-greAP_magnitude1.nii.gz	2021-09-21T10:27:26	n/a	4d7a2211
fmap/sub-8009_ses-01_acq-greAP_magnitude2.nii.gz	2021-09-21T10:27:26	n/a	4d7a2211
fmap/sub-8009_ses-01_acq-greAP_phasediff.nii.gz	2021-09-21T10:27:27	n/a	5921b56c
