filename	acq_time	operator	randstr
anat/sub-8013_ses-01_acq-mprage_T1w.nii.gz	2021-09-25T13:29:00	n/a	9c028335
func/sub-8013_ses-01_task-RDMmotion_run-01_bold.nii.gz	2021-09-25T13:30:31	n/a	a9a0ebc3
func/sub-8013_ses-01_task-RDMcolor_run-01_bold.nii.gz	2021-09-25T13:33:39	n/a	1b8b82d2
func/sub-8013_ses-01_task-RDMmotion_run-02_bold.nii.gz	2021-09-25T13:42:20	n/a	c1322982
func/sub-8013_ses-01_task-RDMcolor_run-02_bold.nii.gz	2021-09-25T13:45:31	n/a	2ce44193
func/sub-8013_ses-01_task-RDMmotion_run-03_bold.nii.gz	2021-09-25T13:53:59	n/a	f8e9b4b4
func/sub-8013_ses-01_task-RDMcolor_run-03_bold.nii.gz	2021-09-25T13:57:00	n/a	a4f29298
func/sub-8013_ses-01_task-RDMmotion_run-04_bold.nii.gz	2021-09-25T14:05:31	n/a	a42dbeae
func/sub-8013_ses-01_task-RDMcolor_run-04_bold.nii.gz	2021-09-25T14:09:59	n/a	4205af1b
func/sub-8013_ses-01_task-RDMmotion_run-05_bold.nii.gz	2021-09-25T14:18:00	n/a	685d3fb5
func/sub-8013_ses-01_task-RDMcolor_run-05_bold.nii.gz	2021-09-25T14:21:51	n/a	64a61624
func/sub-8013_ses-01_task-RDMmotion_run-06_bold.nii.gz	2021-09-25T14:30:19	n/a	c0b6c5f3
func/sub-8013_ses-01_task-RDMcolor_run-06_bold.nii.gz	2021-09-25T14:33:20	n/a	543383ab
func/sub-8013_ses-01_task-RDMlocalizer_run-01_bold.nii.gz	2021-09-25T14:42:31	n/a	8400d635
func/sub-8013_ses-01_task-RDMlocalizer_run-02_bold.nii.gz	2021-09-25T14:47:19	n/a	9652538c
fmap/sub-8013_ses-01_acq-greAP_magnitude1.nii.gz	2021-09-25T14:53:07	n/a	9b447d5c
fmap/sub-8013_ses-01_acq-greAP_magnitude2.nii.gz	2021-09-25T14:53:07	n/a	9b447d5c
fmap/sub-8013_ses-01_acq-greAP_phasediff.nii.gz	2021-09-25T14:53:08	n/a	b3e96716
