filename	acq_time	operator	randstr
anat/sub-8012_ses-01_acq-mprage_T1w.nii.gz	2021-09-25T11:41:19	n/a	74916b3c
func/sub-8012_ses-01_task-RDMmotion_run-01_bold.nii.gz	2021-09-25T11:43:00	n/a	52a2d97a
func/sub-8012_ses-01_task-RDMcolor_run-01_bold.nii.gz	2021-09-25T11:46:39	n/a	e2726121
func/sub-8012_ses-01_task-RDMmotion_run-02_bold.nii.gz	2021-09-25T11:55:20	n/a	f34495bf
func/sub-8012_ses-01_task-RDMcolor_run-02_bold.nii.gz	2021-09-25T11:58:00	n/a	9ceab080
func/sub-8012_ses-01_task-RDMmotion_run-03_bold.nii.gz	2021-09-25T12:07:19	n/a	4d08a95b
func/sub-8012_ses-01_task-RDMcolor_run-03_bold.nii.gz	2021-09-25T12:10:40	n/a	3b4d47c3
func/sub-8012_ses-01_task-RDMmotion_run-04_bold.nii.gz	2021-09-25T12:19:20	n/a	632e4d4a
func/sub-8012_ses-01_task-RDMcolor_run-04_bold.nii.gz	2021-09-25T12:22:59	n/a	93ec0b7d
func/sub-8012_ses-01_task-RDMmotion_run-05_bold.nii.gz	2021-09-25T12:31:40	n/a	95de9212
func/sub-8012_ses-01_task-RDMcolor_run-05_bold.nii.gz	2021-09-25T12:35:00	n/a	06ca0886
func/sub-8012_ses-01_task-RDMmotion_run-06_bold.nii.gz	2021-09-25T12:43:39	n/a	4d5b21e0
func/sub-8012_ses-01_task-RDMcolor_run-06_bold.nii.gz	2021-09-25T12:47:00	n/a	f9c57d31
func/sub-8012_ses-01_task-RDMlocalizer_run-01_bold.nii.gz	2021-09-25T12:56:00	n/a	500906c1
func/sub-8012_ses-01_task-RDMlocalizer_run-02_bold.nii.gz	2021-09-25T13:01:19	n/a	3889d54a
fmap/sub-8012_ses-01_acq-greAP_magnitude1.nii.gz	2021-09-25T13:06:26	n/a	429f5059
fmap/sub-8012_ses-01_acq-greAP_magnitude2.nii.gz	2021-09-25T13:06:26	n/a	429f5059
fmap/sub-8012_ses-01_acq-greAP_phasediff.nii.gz	2021-09-25T13:06:26	n/a	4a3ac4bd
