filename	acq_time	operator	randstr
anat/sub-8029_ses-01_acq-mprage_T1w.nii.gz	2021-11-14T12:58:51	n/a	b2d33c7c
func/sub-8029_ses-01_task-RDMmotion_run-01_bold.nii.gz	2021-11-14T13:00:15	n/a	7355590b
func/sub-8029_ses-01_task-RDMcolor_run-01_bold.nii.gz	2021-11-14T13:03:18	n/a	f6ce66c3
func/sub-8029_ses-01_task-RDMmotion_run-02_bold.nii.gz	2021-11-14T13:11:31	n/a	5848be38
func/sub-8029_ses-01_task-RDMcolor_run-02_bold.nii.gz	2021-11-14T13:15:15	n/a	041f6dce
func/sub-8029_ses-01_task-RDMmotion_run-03_bold.nii.gz	2021-11-14T13:23:38	n/a	5f75af34
func/sub-8029_ses-01_task-RDMcolor_run-03_bold.nii.gz	2021-11-14T13:27:11	n/a	fd2753c9
func/sub-8029_ses-01_task-RDMmotion_run-04_bold.nii.gz	2021-11-14T13:35:55	n/a	6c41f658
func/sub-8029_ses-01_task-RDMcolor_run-04_bold.nii.gz	2021-11-14T13:39:18	n/a	c4f15dd7
func/sub-8029_ses-01_task-RDMmotion_run-05_bold.nii.gz	2021-11-14T13:47:51	n/a	d4d323ae
func/sub-8029_ses-01_task-RDMcolor_run-05_bold.nii.gz	2021-11-14T13:50:55	n/a	fa49c261
func/sub-8029_ses-01_task-RDMmotion_run-06_bold.nii.gz	2021-11-14T13:59:38	n/a	b54e04bd
func/sub-8029_ses-01_task-RDMcolor_run-06_bold.nii.gz	2021-11-14T14:03:11	n/a	47974732
func/sub-8029_ses-01_task-RDMlocalizer_run-01_bold.nii.gz	2021-11-14T14:11:35	n/a	40cb6c92
func/sub-8029_ses-01_task-RDMlocalizer_run-02_bold.nii.gz	2021-11-14T14:16:58	n/a	70d34bd2
fmap/sub-8029_ses-01_acq-greAP_magnitude1.nii.gz	2021-11-14T14:22:03	n/a	17fa2cad
fmap/sub-8029_ses-01_acq-greAP_magnitude2.nii.gz	2021-11-14T14:22:03	n/a	17fa2cad
fmap/sub-8029_ses-01_acq-greAP_phasediff.nii.gz	2021-11-14T14:22:04	n/a	337ce3e2
