filename	acq_time	operator	randstr
anat/sub-8021_ses-01_acq-mprage_T1w.nii.gz	2021-11-06T12:51:05	n/a	0d12759a
func/sub-8021_ses-01_task-RDMmotion_run-01_bold.nii.gz	2021-11-06T12:52:27	n/a	eb9b8c74
func/sub-8021_ses-01_task-RDMcolor_run-01_bold.nii.gz	2021-11-06T12:56:01	n/a	088d76fb
func/sub-8021_ses-01_task-RDMmotion_run-02_bold.nii.gz	2021-11-06T13:04:25	n/a	092a34cf
func/sub-8021_ses-01_task-RDMcolor_run-02_bold.nii.gz	2021-11-06T13:07:47	n/a	275ed2d7
func/sub-8021_ses-01_task-RDMmotion_run-03_bold.nii.gz	2021-11-06T13:16:21	n/a	7e146244
func/sub-8021_ses-01_task-RDMcolor_run-03_bold.nii.gz	2021-11-06T13:19:45	n/a	ef3b364d
func/sub-8021_ses-01_task-RDMmotion_run-04_bold.nii.gz	2021-11-06T13:28:27	n/a	b1ca38cc
func/sub-8021_ses-01_task-RDMcolor_run-04_bold.nii.gz	2021-11-06T13:32:01	n/a	92e470aa
func/sub-8021_ses-01_task-RDMmotion_run-05_bold.nii.gz	2021-11-06T13:41:05	n/a	abca2741
func/sub-8021_ses-01_task-RDMcolor_run-05_bold.nii.gz	2021-11-06T13:44:27	n/a	cdd59855
func/sub-8021_ses-01_task-RDMmotion_run-06_bold.nii.gz	2021-11-06T13:53:21	n/a	54246820
func/sub-8021_ses-01_task-RDMcolor_run-06_bold.nii.gz	2021-11-06T13:56:25	n/a	eda7b23f
func/sub-8021_ses-01_task-RDMlocalizer_run-01_bold.nii.gz	2021-11-06T14:05:27	n/a	48f44ea3
func/sub-8021_ses-01_task-RDMlocalizer_run-02_bold.nii.gz	2021-11-06T14:10:41	n/a	142f64e6
fmap/sub-8021_ses-01_acq-greAP_magnitude1.nii.gz	2021-11-06T14:15:47	n/a	8f57b6df
fmap/sub-8021_ses-01_acq-greAP_magnitude2.nii.gz	2021-11-06T14:15:47	n/a	8f57b6df
fmap/sub-8021_ses-01_acq-greAP_phasediff.nii.gz	2021-11-06T14:15:48	n/a	44d6cf41
