filename	acq_time	operator	randstr
anat/sub-8014_ses-01_acq-mprage_T1w.nii.gz	2021-09-28T15:23:24	n/a	645610b4
func/sub-8014_ses-01_task-RDMmotion_run-01_bold.nii.gz	2021-09-28T15:24:37	n/a	b23455cc
func/sub-8014_ses-01_task-RDMcolor_run-01_bold.nii.gz	2021-09-28T15:27:37	n/a	f2b721f6
func/sub-8014_ses-01_task-RDMmotion_run-02_bold.nii.gz	2021-09-28T15:36:44	n/a	db213045
func/sub-8014_ses-01_task-RDMcolor_run-02_bold.nii.gz	2021-09-28T15:39:57	n/a	20e82b56
func/sub-8014_ses-01_task-RDMmotion_run-03_bold.nii.gz	2021-09-28T15:47:57	n/a	53730a75
func/sub-8014_ses-01_task-RDMcolor_run-03_bold.nii.gz	2021-09-28T15:51:24	n/a	ff253518
func/sub-8014_ses-01_task-RDMmotion_run-04_bold.nii.gz	2021-09-28T15:59:57	n/a	aba410b6
func/sub-8014_ses-01_task-RDMcolor_run-04_bold.nii.gz	2021-09-28T16:02:57	n/a	3780642a
func/sub-8014_ses-01_task-RDMmotion_run-05_bold.nii.gz	2021-09-28T16:11:24	n/a	37ee0e60
func/sub-8014_ses-01_task-RDMcolor_run-05_bold.nii.gz	2021-09-28T16:14:37	n/a	95cf3505
func/sub-8014_ses-01_task-RDMmotion_run-06_bold.nii.gz	2021-09-28T16:22:57	n/a	89f7adaf
func/sub-8014_ses-01_task-RDMcolor_run-06_bold.nii.gz	2021-09-28T16:26:04	n/a	4d6da814
func/sub-8014_ses-01_task-RDMlocalizer_run-01_bold.nii.gz	2021-09-28T16:34:57	n/a	64acc870
func/sub-8014_ses-01_task-RDMlocalizer_run-02_bold.nii.gz	2021-09-28T16:39:37	n/a	9091b990
fmap/sub-8014_ses-01_acq-greAP_magnitude1.nii.gz	2021-09-28T16:44:46	n/a	e5c87ab3
fmap/sub-8014_ses-01_acq-greAP_magnitude2.nii.gz	2021-09-28T16:44:46	n/a	e5c87ab3
fmap/sub-8014_ses-01_acq-greAP_phasediff.nii.gz	2021-09-28T16:44:46	n/a	91be7163
