filename	acq_time	operator	randstr
anat/sub-8028_ses-01_acq-mprage_T1w.nii.gz	2021-11-14T11:18:37	n/a	746dab61
func/sub-8028_ses-01_task-RDMmotion_run-01_bold.nii.gz	2021-11-14T11:20:09	n/a	3e94575d
func/sub-8028_ses-01_task-RDMcolor_run-01_bold.nii.gz	2021-11-14T11:23:15	n/a	7a265ba2
func/sub-8028_ses-01_task-RDMmotion_run-02_bold.nii.gz	2021-11-14T11:31:38	n/a	f15b1bc3
func/sub-8028_ses-01_task-RDMcolor_run-02_bold.nii.gz	2021-11-14T11:35:09	n/a	28e0440c
func/sub-8028_ses-01_task-RDMmotion_run-03_bold.nii.gz	2021-11-14T11:43:35	n/a	ffadcd04
func/sub-8028_ses-01_task-RDMcolor_run-03_bold.nii.gz	2021-11-14T11:46:38	n/a	5cd72c8b
func/sub-8028_ses-01_task-RDMmotion_run-04_bold.nii.gz	2021-11-14T11:55:29	n/a	a963805a
func/sub-8028_ses-01_task-RDMcolor_run-04_bold.nii.gz	2021-11-14T11:58:35	n/a	bac7bfc1
func/sub-8028_ses-01_task-RDMmotion_run-05_bold.nii.gz	2021-11-14T12:07:18	n/a	f4ebaad2
func/sub-8028_ses-01_task-RDMcolor_run-05_bold.nii.gz	2021-11-14T12:10:29	n/a	157896b3
func/sub-8028_ses-01_task-RDMmotion_run-06_bold.nii.gz	2021-11-14T12:19:15	n/a	0c5f007b
func/sub-8028_ses-01_task-RDMcolor_run-06_bold.nii.gz	2021-11-14T12:22:18	n/a	84fbd52f
func/sub-8028_ses-01_task-RDMlocalizer_run-01_bold.nii.gz	2021-11-14T12:31:29	n/a	ba1dea3b
func/sub-8028_ses-01_task-RDMlocalizer_run-02_bold.nii.gz	2021-11-14T12:36:15	n/a	436d3a31
fmap/sub-8028_ses-01_acq-greAP_magnitude1.nii.gz	2021-11-14T12:41:31	n/a	1271b33a
fmap/sub-8028_ses-01_acq-greAP_magnitude2.nii.gz	2021-11-14T12:41:31	n/a	1271b33a
fmap/sub-8028_ses-01_acq-greAP_phasediff.nii.gz	2021-11-14T12:41:31	n/a	5ee489ea
