filename	acq_time	operator	randstr
anat/sub-8008_ses-01_acq-mprage_T1w.nii.gz	2021-08-04T17:04:37	n/a	35f5f9e6
func/sub-8008_ses-01_task-RDMmotion_run-01_bold.nii.gz	2021-08-04T17:06:07	n/a	3dcd38a5
func/sub-8008_ses-01_task-RDMcolor_run-01_bold.nii.gz	2021-08-04T17:09:33	n/a	4b46372a
func/sub-8008_ses-01_task-RDMmotion_run-02_bold.nii.gz	2021-08-04T17:17:23	n/a	04e6ea2f
func/sub-8008_ses-01_task-RDMcolor_run-02_bold.nii.gz	2021-08-04T17:21:07	n/a	0224a1f1
func/sub-8008_ses-01_task-RDMmotion_run-03_bold.nii.gz	2021-08-04T17:29:33	n/a	f308cc8c
func/sub-8008_ses-01_task-RDMcolor_run-03_bold.nii.gz	2021-08-04T17:33:03	n/a	d8855595
func/sub-8008_ses-01_task-RDMmotion_run-04_bold.nii.gz	2021-08-04T17:41:27	n/a	72c04052
func/sub-8008_ses-01_task-RDMcolor_run-04_bold.nii.gz	2021-08-04T17:44:33	n/a	2f37d30d
func/sub-8008_ses-01_task-RDMmotion_run-05_bold.nii.gz	2021-08-04T17:53:23	n/a	f6ff74dc
func/sub-8008_ses-01_task-RDMcolor_run-05_bold.nii.gz	2021-08-04T17:56:47	n/a	c8f8d0d2
func/sub-8008_ses-01_task-RDMmotion_run-06_bold.nii.gz	2021-08-04T18:10:43	n/a	4c0cbd44
func/sub-8008_ses-01_task-RDMcolor_run-06_bold.nii.gz	2021-08-04T18:14:07	n/a	dc470e4d
func/sub-8008_ses-01_task-RDMlocalizer_run-01_bold.nii.gz	2021-08-04T18:22:53	n/a	77188fb1
func/sub-8008_ses-01_task-RDMlocalizer_run-02_bold.nii.gz	2021-08-04T18:27:23	n/a	2729f273
fmap/sub-8008_ses-01_acq-greAP_magnitude1.nii.gz	2021-08-04T18:32:57	n/a	facfb871
fmap/sub-8008_ses-01_acq-greAP_magnitude2.nii.gz	2021-08-04T18:32:57	n/a	facfb871
fmap/sub-8008_ses-01_acq-greAP_phasediff.nii.gz	2021-08-04T18:32:57	n/a	aeab2dc2
