filename	acq_time	operator	randstr
anat/sub-8020_ses-01_acq-mprage_T1w.nii.gz	2021-10-07T15:22:51	n/a	d8262dc3
func/sub-8020_ses-01_task-RDMmotion_run-01_bold.nii.gz	2021-10-07T15:24:09	n/a	888f8aa6
func/sub-8020_ses-01_task-RDMcolor_run-01_bold.nii.gz	2021-10-07T15:27:26	n/a	b281b7bf
func/sub-8020_ses-01_task-RDMmotion_run-02_bold.nii.gz	2021-10-07T15:36:12	n/a	85ba177e
func/sub-8020_ses-01_task-RDMcolor_run-02_bold.nii.gz	2021-10-07T15:39:29	n/a	3c3d77ba
func/sub-8020_ses-01_task-RDMmotion_run-03_bold.nii.gz	2021-10-07T15:47:26	n/a	20e63d62
func/sub-8020_ses-01_task-RDMcolor_run-03_bold.nii.gz	2021-10-07T15:50:52	n/a	eb31faaa
func/sub-8020_ses-01_task-RDMmotion_run-04_bold.nii.gz	2021-10-07T15:59:49	n/a	f1f57466
func/sub-8020_ses-01_task-RDMcolor_run-04_bold.nii.gz	2021-10-07T16:02:46	n/a	a9f8df7b
func/sub-8020_ses-01_task-RDMmotion_run-05_bold.nii.gz	2021-10-07T16:11:12	n/a	f00e66f5
func/sub-8020_ses-01_task-RDMcolor_run-05_bold.nii.gz	2021-10-07T16:14:29	n/a	35d7a3a6
func/sub-8020_ses-01_task-RDMmotion_run-06_bold.nii.gz	2021-10-07T16:23:06	n/a	bedf840b
func/sub-8020_ses-01_task-RDMcolor_run-06_bold.nii.gz	2021-10-07T16:26:12	n/a	d277fcd1
func/sub-8020_ses-01_task-RDMlocalizer_run-01_bold.nii.gz	2021-10-07T16:35:09	n/a	5310cefc
func/sub-8020_ses-01_task-RDMlocalizer_run-02_bold.nii.gz	2021-10-07T16:39:46	n/a	85795952
fmap/sub-8020_ses-01_acq-greAP_magnitude1.nii.gz	2021-10-07T16:45:04	n/a	d81d7a55
fmap/sub-8020_ses-01_acq-greAP_magnitude2.nii.gz	2021-10-07T16:45:04	n/a	d81d7a55
fmap/sub-8020_ses-01_acq-greAP_phasediff.nii.gz	2021-10-07T16:45:04	n/a	6118aa37
