filename	acq_time	operator	randstr
anat/sub-8025_ses-01_acq-mprage_T1w.nii.gz	2021-11-13T12:55:34	n/a	39e63788
func/sub-8025_ses-01_task-RDMmotion_run-01_bold.nii.gz	2021-11-13T12:57:06	n/a	aef7af3b
func/sub-8025_ses-01_task-RDMcolor_run-01_bold.nii.gz	2021-11-13T13:00:17	n/a	feea65dc
func/sub-8025_ses-01_task-RDMmotion_run-02_bold.nii.gz	2021-11-13T13:08:54	n/a	5d5c5c95
func/sub-8025_ses-01_task-RDMcolor_run-02_bold.nii.gz	2021-11-13T13:11:46	n/a	7e9ba87f
func/sub-8025_ses-01_task-RDMmotion_run-03_bold.nii.gz	2021-11-13T13:20:57	n/a	26aedb20
func/sub-8025_ses-01_task-RDMcolor_run-03_bold.nii.gz	2021-11-13T13:24:14	n/a	eb968739
func/sub-8025_ses-01_task-RDMmotion_run-04_bold.nii.gz	2021-11-13T13:33:06	n/a	cead70a8
func/sub-8025_ses-01_task-RDMcolor_run-04_bold.nii.gz	2021-11-13T13:36:17	n/a	10f63567
func/sub-8025_ses-01_task-RDMmotion_run-05_bold.nii.gz	2021-11-13T13:45:14	n/a	8044c346
func/sub-8025_ses-01_task-RDMcolor_run-05_bold.nii.gz	2021-11-13T13:48:26	n/a	74a8c18f
func/sub-8025_ses-01_task-RDMmotion_run-06_bold.nii.gz	2021-11-13T13:57:18	n/a	e2fadebc
func/sub-8025_ses-01_task-RDMcolor_run-06_bold.nii.gz	2021-11-13T14:00:34	n/a	c85dcecc
func/sub-8025_ses-01_task-RDMlocalizer_run-01_bold.nii.gz	2021-11-13T14:09:26	n/a	c85ea9e2
func/sub-8025_ses-01_task-RDMlocalizer_run-02_bold.nii.gz	2021-11-13T14:14:17	n/a	fa1261cc
fmap/sub-8025_ses-01_acq-greAP_magnitude1.nii.gz	2021-11-13T14:19:35	n/a	34bda031
fmap/sub-8025_ses-01_acq-greAP_magnitude2.nii.gz	2021-11-13T14:19:35	n/a	34bda031
fmap/sub-8025_ses-01_acq-greAP_phasediff.nii.gz	2021-11-13T14:19:35	n/a	f19155e0
