filename	acq_time	operator	randstr
anat/sub-8018_ses-01_acq-mprage_T1w.nii.gz	2021-10-07T09:06:12	n/a	83852048
func/sub-8018_ses-01_task-RDMmotion_run-01_bold.nii.gz	2021-10-07T09:07:23	n/a	59981e0a
func/sub-8018_ses-01_task-RDMcolor_run-01_bold.nii.gz	2021-10-07T09:11:10	n/a	05e0a018
func/sub-8018_ses-01_task-RDMmotion_run-02_bold.nii.gz	2021-10-07T09:19:32	n/a	294b1645
func/sub-8018_ses-01_task-RDMcolor_run-02_bold.nii.gz	2021-10-07T09:22:43	n/a	ab78d00c
func/sub-8018_ses-01_task-RDMmotion_run-03_bold.nii.gz	2021-10-07T09:31:10	n/a	db6efea3
func/sub-8018_ses-01_task-RDMcolor_run-03_bold.nii.gz	2021-10-07T09:34:52	n/a	739c1c8e
func/sub-8018_ses-01_task-RDMmotion_run-04_bold.nii.gz	2021-10-07T09:43:23	n/a	622cb762
func/sub-8018_ses-01_task-RDMcolor_run-04_bold.nii.gz	2021-10-07T09:46:30	n/a	f28ec162
func/sub-8018_ses-01_task-RDMmotion_run-05_bold.nii.gz	2021-10-07T09:55:12	n/a	657b5df7
func/sub-8018_ses-01_task-RDMcolor_run-05_bold.nii.gz	2021-10-07T09:58:03	n/a	3ca2ca6a
func/sub-8018_ses-01_task-RDMmotion_run-06_bold.nii.gz	2021-10-07T10:06:50	n/a	7e2191ff
func/sub-8018_ses-01_task-RDMcolor_run-06_bold.nii.gz	2021-10-07T10:10:12	n/a	5ebccf55
func/sub-8018_ses-01_task-RDMlocalizer_run-01_bold.nii.gz	2021-10-07T10:19:03	n/a	7d5ea5f6
func/sub-8018_ses-01_task-RDMlocalizer_run-02_bold.nii.gz	2021-10-07T10:24:10	n/a	2ec244bb
fmap/sub-8018_ses-01_acq-greAP_magnitude1.nii.gz	2021-10-07T10:29:20	n/a	96d5b5ae
fmap/sub-8018_ses-01_acq-greAP_magnitude2.nii.gz	2021-10-07T10:29:20	n/a	96d5b5ae
fmap/sub-8018_ses-01_acq-greAP_phasediff.nii.gz	2021-10-07T10:29:21	n/a	58155983
