filename	acq_time	operator	randstr
anat/sub-8015_ses-01_acq-mprage_T1w.nii.gz	2021-09-28T17:02:21	n/a	122e98fc
func/sub-8015_ses-01_task-RDMmotion_run-01_bold.nii.gz	2021-09-28T17:04:02	n/a	52032a46
func/sub-8015_ses-01_task-RDMcolor_run-01_bold.nii.gz	2021-09-28T17:06:57	n/a	851d9ed3
func/sub-8015_ses-01_task-RDMmotion_run-02_bold.nii.gz	2021-09-28T17:15:24	n/a	ac7b73c5
func/sub-8015_ses-01_task-RDMcolor_run-02_bold.nii.gz	2021-09-28T17:18:42	n/a	05d0c022
func/sub-8015_ses-01_task-RDMmotion_run-03_bold.nii.gz	2021-09-28T17:27:17	n/a	718fecda
func/sub-8015_ses-01_task-RDMcolor_run-03_bold.nii.gz	2021-09-28T17:30:24	n/a	80e6c431
func/sub-8015_ses-01_task-RDMmotion_run-04_bold.nii.gz	2021-09-28T17:39:02	n/a	dc8c7789
func/sub-8015_ses-01_task-RDMcolor_run-04_bold.nii.gz	2021-09-28T17:42:17	n/a	abc2dd20
func/sub-8015_ses-01_task-RDMmotion_run-05_bold.nii.gz	2021-09-28T17:51:24	n/a	e9275d9d
func/sub-8015_ses-01_task-RDMcolor_run-05_bold.nii.gz	2021-09-28T17:54:42	n/a	b53840a1
func/sub-8015_ses-01_task-RDMmotion_run-06_bold.nii.gz	2021-09-28T18:03:17	n/a	8ca749fd
func/sub-8015_ses-01_task-RDMcolor_run-06_bold.nii.gz	2021-09-28T18:06:24	n/a	c3415425
func/sub-8015_ses-01_task-RDMlocalizer_run-01_bold.nii.gz	2021-09-28T18:15:42	n/a	55009a48
func/sub-8015_ses-01_task-RDMlocalizer_run-02_bold.nii.gz	2021-09-28T18:20:37	n/a	adc9bd9d
fmap/sub-8015_ses-01_acq-greAP_magnitude1.nii.gz	2021-09-28T18:25:48	n/a	be7641c8
fmap/sub-8015_ses-01_acq-greAP_magnitude2.nii.gz	2021-09-28T18:25:48	n/a	be7641c8
fmap/sub-8015_ses-01_acq-greAP_phasediff.nii.gz	2021-09-28T18:25:49	n/a	f1bc20c5
